samples	000011539	000013720	000009147	000009218	000012416	000012473	000014376	000009267	000014388	000009313	000013674	000009391	000010996	000011677	000011622	000010491	000002719	000003871	000003472	000013986	000012011	000010036	000003471	000012926	000013779	000003474	000004023	000002725	000010363	000010769	000010365	000011440	000012559	000009149	000014361	000004030	000013639	000002501	000006792	000000012	000010037	000010188	000010883	000000034	000013070	000011803	000005160	000013948	000010829	000011252	000011253	000013947	000002746	000003478	000006622	000002732	000000037	000007928	000005164	000011314	000004588	000011802	000001610	000000064	000010432	000005159	000014092	000004395	000003874	000000063	000013546	000008521	000010271	000012077	000001074	000004599	000001745	000013376	000013425	000009146	000005560	000010494	000009699	000010192	000012479	000007062	000010772	000011809	000001366	000007922	000003627	000013150	000000021	000002110	000006787	000008615	000008517	000002765	000008301	000010187	000013296	000013072	000000590	000002117	000005574	000014135	000008305	000013234	000000607	000011130	000002744	000000419	000006103	000010930	000008058	000000834	000013151	000013946	000004596	000009697	000012204	000010332	000006104	000008933	000000608	000001365	000001233	000009017	000001238	000000598	000008772	000000842	000009118	000002506	000001751	000004611	000008770	000000611	000014162	000005572	000014289	000010773	000012771	000006623	000011397	000004606	000012772	000011315	000009492	000012719	000007058	000007283	000009452	000003481	000006632	000011360	000003881	000000427	000004608	000014318	000004600	000007931	000004401	000013780	000001916	000005820	000000599	000000606	000006444	000011960	000010713	000004858	000001921	000006306	000002108	000008225	000004244	000009020	000004865	000013987	000008300	000009594	000001372	000003869	000002119	000006313	000002751	000009913	000012478	000000837	000002766	000012377	000010189	000011129	000007286	000012723	000012615	000012889	000011399	000006105	000007610	000006445	000009451	000002502	000004610	000009638	000011887	000004261	000002113	000006911	000012290	000011730	000014434	000010649	000005589	000008226	000004398	000004861	000006319	000002493	000005500	000004248	000002747	000012512	000009393	000005566	000012663	000008708	000010830	000009269	000012015	000008186	000010711	000011316	000004619	000013197	000005819	000005565	000003621	000000047	000003254	000002745	000003480	000013297	000011078	000004867	000012421	000009793	000012131	000005559	000007462	000013891	000005499	000010148	000009021	000001099	000005838	000010832	000006457	000002772	000002351	000009798	000004598	000013547	000005561	000001609	000012378	000002975	000001373	000002995	000001232	000009493	000001615	000006447	000000840	000010331	000001236	000014159	000005840	000008308	000010092	000001368	000010885	000010274	000012418	000013233	000013640	000014090	000000420	000006311	000006112	000009916	000010998	000009801	000013424	000011890	000007288	000005557	000002149	000012380	000009318	000008182	000013343	000011729	000011892	000007924	000008706	000012020	000001241	000003470	000001367	000003494	000001083	000002357	000012720	000013512	000006111	000002976	000013892	000002775	000010931	000001618	000011963	000010147	000013675	000010932	000001383	000004031	000011403	000003650	000013678	000003009	000012638	000012848	000014290	000006107	000010581	000010091	000014247	000010585	000010499	000008523	000004589	000010428	000005165	000011728	000001234	000011624	000013466	000007608	000013377	000007921	000006113	000010645	000012288	000013342	000010195	000006454	000011445	000013374	000006790	000002999	000006302	000010429	000009396	000014055	000014188	000012475	000014366	000010828	000003000	000001926	000011961	000011544	000012931	000011079	000004614	000003660	000008932	000002758	000013676	000014215	000011549	000003484	000006917	000013601	000003886	000012817	000013730	000011127	000014246	000010582	000009316	000014057	000008520	000012132	000012513	000009490	000008429	000013241	000014187	000006108	000013600	000008612	000012617	000014136	000012816	000014377	000012639	000011210	000006796	000013467	000010090	000014392	000010886	000007784	000012662	000003477	000012208	000006802	000011811	000001379	000013510	000009026	000005567	000013726	000013785	000014319	000011362	000012849	000014214	000009641	000014435	000009592	000012562	000009228
EP_A_AREN_EG_8651	0	7	0	0	0	1	1	0	4	0	0	0	11	0	5	3	0	23	0	0	0	0	0	6	1	0	0	0	0	0	0	1	1	0	0	201	0	3	0	15	0	1	0	0	1915	0	0	0	21	0	0	0	0	0	0	0	705	1	0	0	1	0	0	0	0	0	0	0	2	31	0	0	0	1735	6	28	1	22	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	154	0	0	0	0	0	0	0	0	12	0	0	0	0	5	0	2	0	0	1	0	0	0	17	9	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	10	0	0	643	0	0	0	0	0	4	0	2	131	0	0	0	0	0	2	8	0	0	0	1	0	0	0	0	0	0	0	0	55	89	0	8	0	0	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	1	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	33	0	4	0	0	254	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	32	5	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	82	0	41	0	0	0	0	0	0	322	0	0	0	0	0	0	0	1	0	5	12	0	0	0	0	0	0	0	319	0	0	0	0	0	97	0	0	1	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9	0	0	0	0	0	0	0	115	2	0	0	1	0	5	0	0	1	0	43	1	8	0	0	0	0	0	52	21	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EP_A_AREN_EG_8654	4	410	0	0	1	2457	189	0	167	0	140	0	143	0	99	323	0	112	0	0	0	76	0	75	44	0	0	0	0	1	0	0	2	0	0	461	0	1	0	5	0	178	0	0	1019	0	344	0	44	0	209	0	0	0	0	0	2	65	0	1	107	0	0	0	0	0	0	0	271	468	0	1753	1	1128	0	2	0	20	0	0	0	0	0	50	0	0	0	0	0	0	1	0	0	0	0	1	4	15	0	102	0	0	0	185	0	6	47	1	0	0	0	16	0	0	0	0	129	0	0	0	47	159	0	0	0	1	1	0	0	0	3	25	0	1	0	0	0	0	4	0	61	0	0	41	0	0	0	0	0	15	0	16	505	0	0	0	1	1	0	19	0	0	0	40	0	75	0	0	0	5	0	0	14	2	0	8	0	0	40	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	13	1	195	27	7	8	0	0	0	1	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	6	3	0	24	0	6	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	1	2	0	0	5	0	0	3	1	60	0	0	0	0	0	0	18	0	1	0	0	0	4	0	1	0	229	46	0	2	6	0	0	0	43	0	0	0	1	0	5	19	0	0	17	0	0	84	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	26	0	0	3	0	0	0	0	0	0	2	1	0	0	13	0	1	0	0	0	0	0	98	18	0	0	0	0	0	1	0	10	5	14	4	7	33	0	0	5	0	144	1	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	188	0	0	0	0	0	0	0	1	0	0	0	3	95	7	0	0	2	0	0	0	0	0	61	0	0	0	0	4	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
EP_A_AREN_EG_8698	1	25	0	0	2	22	1132	0	13	0	0	0	114	0	60	2	0	45	0	0	0	115	0	50	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	5	0	4	0	0	0	0	3	0	46	0	1	0	0	0	0	0	222	0	0	0	85	0	0	0	0	0	0	0	3	813	0	2159	0	0	5	404	2	26	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	1	0	1	0	0	0	189	0	2	162	0	0	0	2	17	0	0	0	0	145	0	0	0	11	51	0	0	0	0	10	0	26	0	1	18	0	0	0	1	0	0	22	1	98	0	0	664	0	12	0	0	0	22	0	4	62	0	0	0	0	1	3	20	0	0	0	1	0	19	0	0	0	3	0	0	14	19	0	9	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	5	0	0	0	0	0	56	0	0	0	5	0	0	0	2	0	32	0	59	21	7	123	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	19	1	0	20	1	0	14	0	1	0	0	0	4	1	6	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	6	0	544	0	0	2	0	0	0	4	0	6	0	0	0	0	0	5	0	115	31	0	27	29	0	3	0	11	0	0	0	1	0	0	18	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5	14	0	0	1	0	0	0	0	136	1	0	0	0	0	0	0	0	7	0	40	0	7	18	0	1	0	0	17	1	0	0	0	0	0	0	0	7	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	199	0	0	0	0	0	2	0	1	0	0	0	4	70	0	0	0	61	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	6	0	0	0
EP_A_AREN_EG_9196	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	1	0	0	0	0	6	0	0	0	0	22	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	8	0	0	329	0	1	0	0	0	30	0	0	15	0	0	0	0	0	1	8	0	0	0	1	0	0	0	0	0	3	0	0	3	29	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	53	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	6	2	0	3	2	167	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	5	0	0	78	0	0	0	0	9	0	0	0	0	0	12	0	0	0	0	0	2	0	0	0	0	0	47	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	103	0	2	0	0	0	0	0	0	5	0	0	0	9	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	14	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EP_A_AREN_GL_8465	873	66	0	0	2020	1	379	0	11	0	0	0	17	1	70	15	0	36	0	0	0	6	0	128	3	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	61	0	0	0	0	0	0	0	6	14	0	0	4	0	0	0	0	0	0	0	11	5	0	0	1	0	5	16	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	6	0	0	12	0	7	107	0	0	0	0	10	0	0	0	0	8	0	0	0	12	42	0	0	0	1	4	0	0	0	11	9	0	9	0	2	0	4	46	3	20	0	0	0	0	1	494	0	4	13	0	2	14	0	0	0	0	0	14	8	0	0	0	0	0	34	1	0	0	4	0	0	63	4	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	35	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	6	3	2	1	5	2	0	2	0	2	1	3	9	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	7	26	0	1	1	0	0	0	0	3	0	0	1	0	0	0	0	0	26	0	0	1	1	0	1	0	7	12	1	38	0	0	14	0	0	0	0	0	877	0	1	5	0	0	4	0	0	6	0	0	0	6	0	0	0	18	0	0	0	0	0	11	0	0	0	0	5	0	4	0	0	0	0	3	0	0	0	17	0	0	0	0	0	0	0	4	1	0	0	0	3	0	0	0	3	0	4	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	46	0	0	0	0	0	0	5	0	0	0	0	0	6	0	1	2	0	0	0	0	0	0	0	1	0	0	0	4	6	0	0	21	10	0	0	0	0	0	3	0	0	0	0	27	0	0	0	0	0	0	0	7	1	0	0	0	0	5	0	0	0
EP_A_AREN_GL_8507	7227	36	0	0	0	0	4109	0	42	0	0	0	29	0	741	13	0	276	0	0	0	150	0	54	7	0	8	0	0	1	0	10	1	0	0	7	0	0	0	7	0	10	0	0	0	0	0	0	599	0	0	0	0	0	0	0	5	8	0	0	6	0	0	0	0	0	0	0	25	57	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	17	0	0	37	0	0	1205	0	0	0	1	14	0	0	0	0	74	0	0	0	0	65	0	0	0	0	6	0	0	0	5	6	0	3	0	0	0	0	775	18	25	0	0	4	0	0	320	0	0	69	0	3	38	0	0	0	0	2	6	16	0	0	0	0	0	40	3	0	0	6	0	0	41	0	0	3	0	0	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	122	0	0	0	0	0	1	0	0	0	10	0	0	0	5	0	3	0	4	0	1	2	0	0	0	0	0	10	3	0	0	4	10	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	14	0	0	13	0	0	4	0	36	1	0	3	0	6	0	2	0	0	1	0	0	0	0	4	0	22	10	30	7	0	0	1	0	0	0	0	0	14	0	0	1	0	0	11	0	0	4	0	0	0	16	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4	10	0	0	0	0	0	0	0	0	34	5	2	0	0	0	0	0	1	0	0	0	0	0	6	0	1	11	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	10	0	0	0	59	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EP_A_AREN_GL_8508	92	21	0	0	1	2	131	3017	9	0	0	0	68	1	10	7	0	12	0	0	0	1	0	79	1	0	0	0	0	0	0	0	2	0	1	0	0	0	52	3	0	3	0	0	0	0	0	0	42	0	0	0	0	0	0	0	3	11	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	2	0	0	8	120	0	1	0	0	0	0	0	0	0	0	0	0	10	0	45	0	0	0	14	0	0	0	0	0	70	0	0	65	0	1	0	0	2	0	0	0	0	3	0	0	0	1	16	0	0	0	6	0	0	0	0	194	0	0	9	0	0	0	14	283	6	44	0	0	1	0	0	20	0	7	0	0	1	4	0	0	0	0	0	14	144	0	14	0	1	0	2	68	0	0	15	0	0	0	1	4	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	9	7	0	0	0	8	0	1	0	0	0	0	0	8	0	0	1	0	0	0	0	0	6	2	2	0	1	0	0	11	0	0	1	0	11	0	0	0	0	6	0	0	6	0	1	0	0	35	0	0	1	0	0	35	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	4	3	0	0	3	0	2	2	0	1	0	0	0	3	1	4	1	0	0	0	0	1	0	0	15	0	0	0	0	24	27	0	0	0	0	322	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	101	0	0	83	15	0	0	0	0	0	0	0	0	1	0	0	82	9	253	0	0	0	0	11	0	0	0	6	0	0	0	0	13	0	0	0	0	0	0	0	2	0	0	0	0	0	0	13	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	14	0	3	0	0	0
EP_A_AREN_GL_8515	1037	165	0	0	1	0	1272	0	18	0	0	0	3	0	138	84	0	49	0	0	0	1	0	17	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	10	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	5	0	1	1	0	0	0	0	0	0	0	7	131	0	0	0	0	1	254	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	3	1	0	9	0	0	4	0	2	505	0	0	0	0	6	0	0	0	0	1	0	0	0	26	62	0	0	0	3	8	0	0	0	0	9	0	0	0	1	0	0	0	1	3	0	0	4	0	3	456	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	5	0	95	0	0	0	0	0	0	51	1	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	4	0	0	0	2	0	1	3	9	5	6	0	0	0	0	1	1	0	1	0	0	0	2	0	0	0	0	0	0	1	5	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	2	0	0	0	0	7	0	0	3	0	0	0	4	0	0	0	0	0	12	0	1	0	2	5	16	3	0	0	0	0	0	0	0	0	95	0	0	1	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	9	0	0	10	0	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	144	0	0	41	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EP_A_AREN_GL_8520	908	212	0	0	0	137	189	0	4	0	0	0	89	0	334	26	0	416	0	0	0	401	0	66	0	59	3	0	0	0	0	0	1	0	191	0	0	0	0	0	0	69	0	0	41	0	16	0	306	0	0	0	0	0	0	0	0	35	0	0	2	0	0	0	0	0	0	0	1	207	0	0	6	0	4	18	0	9	0	0	0	0	0	0	0	0	0	0	0	0	22	88	0	4	0	3	1	0	0	0	0	0	0	4	0	0	8	0	0	0	2	5	0	0	0	0	6	0	0	0	0	14	0	0	0	0	5	0	1	0	0	1	0	0	0	1	0	0	167	31	8	0	0	2	1	0	323	0	0	3	0	10	6	0	0	0	10	0	9	30	0	0	0	29	0	144	0	0	0	15	0	0	17	1	14	12	0	0	2	0	2	0	0	0	0	0	0	0	0	0	17	0	0	0	9	0	23	0	0	0	0	1	0	0	0	0	1	0	0	3	6	0	15	12	13	61	49	2	0	0	0	0	13	7	0	0	0	2	3	0	0	0	26	0	0	0	0	1	0	0	0	4	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	2	0	4	0	0	4	2	13	0	0	0	48	0	0	1	115	0	14	0	1	10	1	0	0	0	0	0	1	0	0	0	4	0	4	5	0	0	118	0	0	4	0	2	0	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	14	0	0	58	0	0	0	0	87	3	6	0	17	160	15	0	0	0	0	16	90	0	0	0	0	0	1	2	0	0	0	0	159	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	5	0	2	1	0	51	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	6	0	0	0
